,natureza_acidente,bairro,tipo,dia_da_semana,mes,ano,hora_bruta
11572,1,38,0,2,1,2019,8
11573,1,49,0,2,1,2019,9
11574,1,7,12,2,1,2019,10
11575,1,25,9,2,1,2019,12
11576,1,40,0,2,1,2019,14
11577,1,81,0,2,1,2019,14
11578,1,12,1,2,1,2019,15
11579,0,85,12,2,1,2019,15
11580,0,92,10,2,1,2019,15
11581,0,81,3,2,1,2019,15
11582,1,13,9,2,1,2019,16
11583,1,34,12,2,1,2019,18
11584,1,69,0,2,1,2019,18
11585,1,51,0,2,1,2019,19
11586,0,37,1,2,1,2019,20
11587,1,22,11,2,1,2019,20
11588,0,31,0,2,1,2019,21
11589,1,12,1,2,1,2019,22
11590,0,75,1,2,1,2019,22
11591,1,8,1,3,1,2019,0
11592,1,46,0,3,1,2019,7
11593,1,53,0,3,1,2019,8
11594,1,42,0,3,1,2019,8
11595,1,49,9,3,1,2019,9
11596,1,13,1,3,1,2019,9
11597,1,52,12,3,1,2019,9
11598,1,12,0,3,1,2019,10
11599,1,69,12,3,1,2019,11
11600,1,78,12,3,1,2019,11
11601,1,78,0,3,1,2019,11
11602,1,23,0,3,1,2019,11
11603,1,39,0,3,1,2019,12
11604,1,85,0,3,1,2019,13
11605,0,49,0,3,1,2019,13
11606,1,85,9,3,1,2019,13
11607,1,24,12,3,1,2019,13
11608,1,51,9,3,1,2019,13
11609,1,78,0,3,1,2019,14
11610,1,39,0,3,1,2019,14
11611,1,84,9,3,1,2019,15
11612,1,79,12,3,1,2019,15
11613,1,81,9,3,1,2019,16
11614,1,44,1,3,1,2019,16
11615,0,39,0,3,1,2019,16
11616,1,13,9,3,1,2019,16
11617,1,58,0,3,1,2019,16
11618,1,12,0,3,1,2019,16
11619,1,12,0,3,1,2019,16
11620,1,47,1,3,1,2019,16
11621,1,50,12,3,1,2019,16
11622,0,58,1,3,1,2019,17
11623,1,37,0,3,1,2019,17
11624,1,8,9,3,1,2019,18
11625,1,12,8,3,1,2019,19
11626,1,14,7,3,1,2019,19
11627,1,49,0,3,1,2019,20
11628,0,51,12,3,1,2019,21
11629,1,49,9,3,1,2019,21
11630,1,85,12,3,1,2019,21
11631,1,50,12,3,1,2019,23
11632,1,69,0,4,1,2019,0
11633,1,66,1,4,1,2019,3
11634,1,15,12,4,1,2019,7
11635,1,12,0,4,1,2019,9
11636,1,12,12,4,1,2019,9
11637,0,12,7,4,1,2019,10
11638,1,12,0,4,1,2019,10
11639,1,12,0,4,1,2019,11
11640,1,9,0,4,1,2019,11
11641,1,58,0,4,1,2019,11
11642,1,39,1,4,1,2019,12
11643,1,39,1,4,1,2019,12
11644,1,90,11,4,1,2019,13
11645,1,12,1,4,1,2019,13
11646,1,12,0,4,1,2019,14
11647,1,12,9,4,1,2019,14
11648,1,50,12,4,1,2019,14
11649,1,51,0,4,1,2019,15
11650,1,49,12,4,1,2019,15
11651,1,49,9,4,1,2019,15
11652,0,4,0,4,1,2019,16
11653,0,52,12,4,1,2019,16
11654,1,49,12,4,1,2019,17
11655,1,39,12,4,1,2019,18
11656,1,45,9,4,1,2019,18
11657,1,11,9,4,1,2019,18
11658,1,54,0,4,1,2019,18
11659,0,7,11,4,1,2019,20
11660,0,22,1,5,1,2019,0
11661,1,58,8,5,1,2019,1
11662,1,7,12,5,1,2019,6
11663,1,49,0,5,1,2019,6
11664,0,54,12,5,1,2019,8
11665,1,85,0,5,1,2019,9
11666,0,49,0,5,1,2019,9
11667,1,7,9,5,1,2019,11
11668,0,40,0,5,1,2019,11
11669,1,90,9,5,1,2019,11
11670,1,90,1,5,1,2019,13
11671,1,12,0,5,1,2019,13
11672,1,25,9,5,1,2019,14
11673,1,81,12,5,1,2019,14
11674,0,49,0,5,1,2019,14
11675,1,49,1,5,1,2019,15
11676,1,31,1,5,1,2019,15
11677,0,23,10,5,1,2019,15
11678,0,58,0,5,1,2019,15
11679,1,45,0,5,1,2019,15
11680,1,90,9,5,1,2019,16
11681,1,1,8,5,1,2019,17
11682,0,81,10,5,1,2019,17
11683,0,69,0,5,1,2019,18
11684,1,74,7,5,1,2019,18
11685,1,13,9,5,1,2019,19
11686,1,34,1,6,1,2019,2
11687,0,45,0,6,1,2019,5
11688,1,12,0,6,1,2019,7
11689,1,79,0,6,1,2019,9
11690,1,51,0,6,1,2019,13
11691,1,7,12,6,1,2019,14
11692,1,86,1,6,1,2019,17
11693,1,90,12,6,1,2019,18
11694,0,34,7,6,1,2019,19
11695,0,49,10,6,1,2019,20
11696,1,12,9,6,1,2019,21
11697,0,12,12,6,1,2019,21
11698,1,12,9,0,1,2019,5
11699,1,75,9,0,1,2019,7
11700,1,34,0,0,1,2019,8
11701,1,50,12,0,1,2019,8
11702,0,13,12,0,1,2019,8
11703,0,69,12,0,1,2019,8
11704,1,9,12,0,1,2019,8
11705,1,50,12,0,1,2019,9
11706,1,12,0,0,1,2019,9
11707,1,13,0,0,1,2019,9
11708,1,58,1,0,1,2019,10
11709,1,58,1,0,1,2019,10
11710,0,23,0,0,1,2019,10
11711,1,8,1,0,1,2019,11
11712,1,78,0,0,1,2019,11
11713,1,83,12,0,1,2019,11
11714,1,13,0,0,1,2019,12
11715,1,24,0,0,1,2019,14
11716,1,50,11,0,1,2019,13
11717,1,34,12,0,1,2019,15
11718,1,78,12,0,1,2019,15
11719,1,12,12,0,1,2019,15
11720,1,50,1,0,1,2019,16
11721,1,7,1,0,1,2019,16
11722,1,9,0,0,1,2019,17
11723,1,58,0,0,1,2019,18
11724,1,1,0,0,1,2019,19
11725,0,7,11,0,1,2019,19
11726,1,50,12,0,1,2019,20
11727,1,31,8,0,1,2019,21
11728,1,23,1,0,1,2019,21
11729,1,85,9,0,1,2019,23
11730,1,12,0,1,1,2019,4
11731,1,50,9,1,1,2019,6
11732,1,12,12,1,1,2019,7
11733,1,70,12,1,1,2019,7
11734,1,49,1,1,1,2019,8
11735,0,25,0,1,1,2019,8
11736,1,1,12,1,1,2019,9
11737,1,57,9,1,1,2019,9
11738,1,39,1,1,1,2019,10
11739,1,61,12,1,1,2019,10
11740,1,50,1,1,1,2019,10
11741,1,69,12,1,1,2019,10
11742,1,42,0,1,1,2019,11
11743,1,75,12,1,1,2019,12
11744,1,58,9,1,1,2019,13
11745,1,57,12,1,1,2019,13
11746,1,23,11,1,1,2019,13
11747,1,50,12,1,1,2019,15
11748,1,34,12,1,1,2019,16
11749,1,57,12,1,1,2019,16
11750,1,23,12,1,1,2019,16
11751,1,12,7,1,1,2019,16
11752,1,51,0,1,1,2019,17
11753,1,37,1,1,1,2019,18
11754,1,84,11,1,1,2019,22
11755,1,37,12,2,1,2019,7
11756,1,7,0,2,1,2019,8
11757,1,85,8,2,1,2019,8
11758,0,74,0,2,1,2019,8
11759,1,85,0,2,1,2019,9
11760,1,85,1,2,1,2019,9
11761,1,67,12,2,1,2019,11
11762,1,12,12,2,1,2019,11
11763,1,12,0,2,1,2019,12
11764,1,12,0,2,1,2019,14
11765,1,14,0,2,1,2019,14
11766,1,69,9,2,1,2019,14
11767,0,23,11,2,1,2019,15
11768,1,12,0,2,1,2019,16
11769,1,50,12,2,1,2019,16
11770,1,86,0,2,1,2019,17
11771,1,68,12,2,1,2019,19
11772,1,8,12,2,1,2019,21
11773,0,40,2,2,1,2019,22
11774,1,22,0,2,1,2019,22
11775,0,37,1,2,1,2019,22
11776,1,49,0,2,1,2019,23
11777,0,66,3,3,1,2019,7
11778,0,24,11,3,1,2019,8
11779,1,49,12,3,1,2019,9
11780,1,9,0,3,1,2019,9
11781,1,12,0,3,1,2019,9
11782,1,67,12,3,1,2019,9
11783,1,37,0,3,1,2019,9
11784,1,69,12,3,1,2019,9
11785,1,58,12,3,1,2019,10
11786,1,49,12,3,1,2019,11
11787,1,78,9,3,1,2019,12
11788,1,37,12,3,1,2019,12
11789,1,24,0,3,1,2019,14
11790,1,12,12,3,1,2019,14
11791,1,49,12,3,1,2019,15
11792,1,79,12,3,1,2019,15
11793,1,8,0,3,1,2019,15
11794,1,12,0,3,1,2019,16
11795,1,89,8,3,1,2019,16
11796,1,1,0,3,1,2019,16
11797,1,39,1,3,1,2019,18
11798,0,45,11,3,1,2019,19
11799,1,24,0,3,1,2019,19
11800,1,69,12,3,1,2019,19
11801,0,23,9,3,1,2019,20
11802,1,24,0,3,1,2019,20
11803,1,12,12,3,1,2019,21
11804,1,83,0,4,1,2019,0
11805,1,12,0,4,1,2019,7
11806,1,9,0,4,1,2019,7
11807,0,84,1,4,1,2019,9
11808,1,81,12,4,1,2019,9
11809,1,13,0,4,1,2019,10
11810,1,13,12,4,1,2019,10
11811,1,50,9,4,1,2019,10
11812,1,13,0,4,1,2019,10
11813,1,83,0,4,1,2019,11
11814,1,58,0,4,1,2019,11
11815,1,31,9,4,1,2019,11
11816,1,58,9,4,1,2019,14
11817,0,34,1,1,1,2019,9
11818,1,75,9,4,1,2019,14
11819,0,23,10,4,1,2019,15
11820,1,15,9,4,1,2019,15
11821,1,53,1,4,1,2019,15
11822,1,39,1,4,1,2019,15
11823,1,74,12,4,1,2019,16
11824,1,81,9,4,1,2019,17
11825,0,78,12,4,1,2019,19
11826,1,49,9,4,1,2019,19
11827,1,39,0,4,1,2019,19
11828,0,78,8,4,1,2019,23
11829,0,12,9,5,1,2019,9
11830,1,51,9,5,1,2019,9
11831,0,73,1,5,1,2019,10
11832,1,1,9,5,1,2019,11
11833,1,58,0,5,1,2019,11
11834,1,31,9,5,1,2019,12
11835,1,75,1,5,1,2019,12
11836,1,55,9,5,1,2019,16
11837,0,74,8,5,1,2019,16
11838,1,19,12,5,1,2019,16
11839,1,71,12,5,1,2019,17
11840,1,67,12,5,1,2019,18
11841,0,92,11,5,1,2019,18
11842,1,67,12,5,1,2019,19
11843,0,31,0,6,1,2019,0
11844,1,57,0,6,1,2019,2
11845,1,12,1,6,1,2019,4
11846,1,39,0,6,1,2019,6
11847,1,38,0,6,1,2019,7
11848,1,22,0,6,1,2019,8
11849,0,19,12,6,1,2019,8
11850,1,10,9,6,1,2019,12
11851,1,58,0,6,1,2019,13
11852,0,8,0,6,1,2019,14
11853,0,37,1,6,1,2019,15
11854,1,25,9,6,1,2019,16
11855,1,1,0,6,1,2019,17
11856,1,12,7,6,1,2019,22
11857,1,12,9,0,1,2019,6
11858,1,7,0,0,1,2019,6
11859,0,79,1,0,1,2019,7
11860,1,81,12,0,1,2019,8
11861,1,12,12,0,1,2019,8
11862,1,34,12,0,1,2019,8
11863,0,6,0,0,1,2019,8
11864,1,12,0,0,1,2019,8
11865,0,79,12,0,1,2019,9
11866,1,69,0,0,1,2019,9
11867,1,35,12,0,1,2019,9
11868,1,81,9,0,1,2019,10
11869,0,73,1,0,1,2019,10
11870,0,6,12,0,1,2019,10
11871,1,23,12,0,1,2019,10
11872,0,78,10,0,1,2019,11
11873,1,84,12,0,1,2019,11
11874,1,13,0,0,1,2019,11
11875,1,12,12,0,1,2019,11
11876,1,24,9,0,1,2019,11
11877,1,49,0,0,1,2019,12
11878,1,12,0,0,1,2019,12
11879,1,1,0,0,1,2019,13
11880,0,60,9,0,1,2019,14
11881,1,39,0,0,1,2019,14
11882,1,81,0,0,1,2019,14
11883,1,69,0,0,1,2019,14
11884,1,69,12,0,1,2019,15
11885,1,23,12,0,1,2019,15
11886,2,85,3,0,1,2019,16
11887,1,9,0,0,1,2019,17
11888,1,22,9,0,1,2019,17
11889,1,12,9,0,1,2019,17
11890,0,92,0,0,1,2019,17
11891,1,60,0,0,1,2019,17
11892,1,34,9,0,1,2019,18
11893,1,23,1,0,1,2019,20
11894,1,25,9,0,1,2019,19
11895,0,31,11,3,1,2019,18
11896,1,87,9,0,1,2019,20
11897,1,45,9,1,1,2019,7
11898,1,39,0,1,1,2019,8
11899,1,34,12,1,1,2019,8
11900,1,50,12,1,1,2019,8
11901,1,78,0,1,1,2019,8
11902,1,53,0,1,1,2019,9
11903,1,61,8,1,1,2019,9
11904,1,85,1,1,1,2019,9
11905,1,9,12,1,1,2019,9
11906,1,48,12,1,1,2019,9
11907,1,49,1,1,1,2019,9
11908,1,39,0,1,1,2019,10
11909,0,78,1,1,1,2019,10
11910,1,23,12,1,1,2019,10
11911,1,12,9,1,1,2019,10
11912,1,12,0,1,1,2019,11
11913,1,12,12,1,1,2019,11
11914,1,24,0,1,1,2019,11
11915,1,12,9,1,1,2019,12
11916,1,60,1,1,1,2019,12
11917,1,49,9,1,1,2019,12
11918,0,31,0,1,1,2019,13
11919,1,85,9,1,1,2019,14
11920,1,49,12,1,1,2019,14
11921,1,22,9,1,1,2019,14
11922,1,78,9,1,1,2019,14
11923,1,34,12,1,1,2019,14
11924,1,12,12,1,1,2019,14
11925,1,1,9,1,1,2019,15
11926,0,51,12,1,1,2019,15
11927,1,12,12,1,1,2019,15
11928,1,72,0,1,1,2019,16
11929,1,58,0,1,1,2019,16
11930,1,45,0,1,1,2019,17
11931,0,38,1,1,1,2019,17
11932,0,58,12,1,1,2019,18
11933,1,85,0,1,1,2019,18
11934,1,83,8,1,1,2019,19
11935,1,12,2,1,1,2019,21
11936,1,53,9,2,1,2019,5
11937,1,49,12,2,1,2019,7
11938,1,12,0,2,1,2019,8
11939,1,37,11,2,1,2019,8
11940,1,90,12,2,1,2019,8
11941,1,12,9,2,1,2019,9
11942,1,69,0,2,1,2019,9
11943,1,12,1,2,1,2019,10
11944,1,45,0,2,1,2019,8
11945,1,12,0,2,1,2019,10
11946,1,49,12,2,1,2019,10
11947,1,49,9,2,1,2019,10
11948,1,85,1,2,1,2019,11
11949,1,34,12,2,1,2019,13
11950,1,49,8,2,1,2019,13
11951,0,58,9,2,1,2019,13
11952,1,39,0,2,1,2019,14
11953,1,78,12,2,1,2019,14
11954,1,13,0,2,1,2019,15
11955,1,12,0,2,1,2019,16
11956,0,81,3,2,1,2019,16
11957,1,69,9,2,1,2019,16
11958,1,49,0,2,1,2019,16
11959,1,3,0,2,1,2019,18
11960,0,12,9,2,1,2019,18
11961,1,55,11,2,1,2019,20
11962,1,12,11,2,1,2019,21
11963,1,22,12,3,1,2019,6
11964,1,34,12,3,1,2019,7
11965,1,34,9,3,1,2019,7
11966,1,49,0,3,1,2019,7
11967,1,85,12,3,1,2019,8
11968,1,12,1,3,1,2019,9
11969,1,49,12,3,1,2019,9
11970,1,31,1,3,1,2019,10
11971,1,55,0,3,1,2019,10
11972,1,45,0,3,1,2019,11
11973,1,84,0,3,1,2019,11
11974,0,78,1,3,1,2019,11
11975,1,50,12,3,1,2019,12
11976,1,31,9,3,1,2019,13
11977,1,78,1,3,1,2019,13
11978,1,12,9,3,1,2019,13
11979,1,60,1,3,1,2019,13
11980,1,67,9,3,1,2019,14
11981,1,13,0,3,1,2019,14
11982,0,28,0,3,1,2019,14
11983,1,24,12,3,1,2019,14
11984,1,53,12,3,1,2019,15
11985,0,49,10,3,1,2019,18
11986,1,19,12,3,1,2019,18
11987,1,58,0,3,1,2019,18
11988,1,49,9,3,1,2019,19
11989,0,69,0,3,1,2019,20
11990,1,62,8,4,1,2019,7
11991,1,12,0,4,1,2019,8
11992,1,7,0,4,1,2019,9
11993,1,11,9,4,1,2019,10
11994,1,78,0,4,1,2019,11
11995,1,40,0,4,1,2019,12
11996,0,9,0,4,1,2019,12
11997,1,35,12,4,1,2019,12
11998,1,12,9,4,1,2019,12
11999,1,12,9,4,1,2019,13
12000,1,40,9,4,1,2019,14
12001,1,69,12,4,1,2019,15
12002,1,73,12,4,1,2019,15
12003,1,8,0,4,1,2019,15
12004,1,78,0,4,1,2019,16
12005,1,87,12,4,1,2019,16
12006,1,78,0,4,1,2019,17
12007,1,50,0,4,1,2019,17
12008,1,49,12,4,1,2019,17
12009,0,13,3,4,1,2019,17
12010,1,1,1,4,1,2019,17
12011,1,0,1,4,1,2019,18
12012,0,6,1,4,1,2019,18
12013,0,34,12,4,1,2019,18
12014,0,12,0,4,1,2019,18
12015,0,61,9,4,1,2019,18
12016,1,40,0,4,1,2019,20
12017,0,79,10,4,1,2019,22
12018,1,34,1,5,1,2019,2
12019,0,49,1,5,1,2019,3
12020,1,12,6,5,1,2019,4
12021,1,92,9,5,1,2019,7
12022,0,55,0,5,1,2019,7
12023,0,57,12,5,1,2019,7
12024,1,32,12,5,1,2019,8
12025,1,12,1,5,1,2019,8
12026,1,13,0,5,1,2019,10
12027,0,58,1,5,1,2019,10
12028,0,40,0,5,1,2019,13
12029,1,50,0,5,1,2019,13
12030,1,81,9,5,1,2019,15
12031,0,69,3,5,1,2019,15
12032,1,39,12,5,1,2019,17
12033,1,14,9,5,1,2019,18
12034,1,8,0,5,1,2019,19
12035,1,36,1,5,1,2019,20
12036,1,42,9,5,1,2019,22
12037,1,46,0,5,1,2019,21
12038,1,12,9,6,1,2019,3
12039,1,79,12,6,1,2019,8
12040,1,55,9,6,1,2019,9
12041,1,34,0,6,1,2019,10
12042,0,48,9,6,1,2019,11
12043,1,12,9,6,1,2019,12
12044,1,55,9,6,1,2019,13
12045,1,89,0,6,1,2019,15
12046,1,12,1,6,1,2019,15
12047,0,90,11,6,1,2019,16
12048,0,24,3,6,1,2019,20
12049,0,12,0,6,1,2019,21
12050,0,31,1,6,1,2019,21
12051,1,52,0,6,1,2019,23
12052,1,31,0,6,1,2019,23
12053,1,51,1,6,1,2019,23
12054,1,12,8,0,1,2019,0
12055,1,69,1,0,1,2019,6
12056,0,12,5,0,1,2019,7
12057,1,90,12,0,1,2019,7
12058,1,87,12,0,1,2019,8
12059,1,58,12,0,1,2019,8
12060,1,0,9,0,1,2019,10
12061,1,50,1,0,1,2019,11
12062,0,37,8,0,1,2019,11
12063,0,48,12,6,1,2019,11
12064,1,23,0,0,1,2019,15
12065,1,12,1,0,1,2019,16
12066,1,13,1,0,1,2019,16
12067,1,67,9,0,1,2019,17
12068,1,12,9,0,1,2019,18
12069,1,23,9,0,1,2019,19
12070,1,92,0,0,1,2019,19
12071,1,75,12,0,1,2019,19
12072,1,23,1,0,1,2019,21
12073,1,49,12,0,1,2019,21
12074,1,12,12,1,1,2019,0
12075,0,45,12,1,1,2019,7
12076,0,22,0,1,1,2019,8
12077,1,58,9,1,1,2019,8
12078,1,1,0,1,1,2019,9
12079,1,1,0,1,1,2019,9
12080,1,12,9,1,1,2019,10
12081,1,10,9,1,1,2019,10
12082,1,12,0,1,1,2019,10
12083,1,13,9,1,1,2019,11
12084,0,49,1,1,1,2019,11
12085,1,13,9,1,1,2019,11
12086,1,49,12,1,1,2019,11
12087,1,12,9,1,1,2019,12
12088,1,13,0,1,1,2019,12
12089,1,50,9,1,1,2019,13
12090,1,33,0,1,1,2019,14
12091,1,78,0,1,1,2019,14
12092,1,39,9,3,1,2019,18
12093,1,69,0,1,1,2019,14
12094,1,12,1,1,1,2019,14
12095,1,12,9,1,1,2019,15
12096,1,49,12,1,1,2019,16
12097,0,68,0,1,1,2019,19
12098,0,78,10,1,1,2019,20
12099,1,50,9,2,1,2019,6
12100,0,23,1,2,1,2019,7
12101,1,69,12,2,1,2019,7
12102,1,47,0,2,1,2019,8
12103,1,79,2,2,1,2019,8
12104,1,15,12,2,1,2019,9
12105,1,78,1,2,1,2019,9
12106,1,78,12,2,1,2019,10
12107,1,87,12,2,1,2019,10
12108,1,42,12,2,1,2019,11
12109,0,1,1,2,1,2019,11
12110,0,1,9,2,1,2019,11
12111,1,49,0,2,1,2019,11
12112,0,78,10,2,1,2019,11
12113,1,49,12,2,1,2019,12
12114,1,83,1,2,1,2019,12
12115,1,40,11,2,1,2019,12
12116,1,12,0,2,1,2019,12
12117,1,78,12,2,1,2019,12
12118,1,78,0,2,1,2019,12
12119,1,15,0,2,1,2019,12
12120,1,69,9,2,1,2019,12
12121,0,0,1,2,1,2019,13
12122,1,81,0,2,1,2019,13
12123,1,90,9,2,1,2019,14
12124,1,23,1,2,1,2019,14
12125,0,13,8,2,1,2019,15
12126,1,12,1,2,1,2019,15
12127,1,13,9,2,1,2019,16
12128,1,85,1,2,1,2019,17
12129,0,7,1,2,1,2019,18
12130,0,58,1,2,1,2019,18
12131,1,86,1,2,1,2019,18
12132,1,69,12,2,1,2019,18
12133,1,39,9,2,1,2019,18
12134,1,49,0,2,1,2019,19
12135,0,12,10,2,1,2019,19
12136,1,12,1,2,1,2019,19
12137,1,12,9,2,1,2019,20
12138,1,58,0,2,1,2019,21
12139,1,50,9,2,1,2019,21
12140,1,50,10,2,1,2019,21
12141,1,1,0,2,1,2019,22
12142,0,53,1,3,1,2019,0
12143,1,19,7,3,1,2019,3
12144,1,37,9,3,1,2019,3
12145,1,40,12,3,1,2019,5
12146,0,49,12,3,1,2019,7
12147,1,78,12,3,1,2019,8
12148,1,1,9,3,1,2019,8
12149,1,23,12,3,1,2019,9
12150,0,81,0,3,1,2019,9
12151,1,1,12,3,1,2019,9
12152,1,23,0,3,1,2019,10
12153,1,78,12,3,1,2019,10
12154,1,58,12,3,1,2019,11
12155,1,78,0,3,1,2019,11
12156,1,12,1,3,1,2019,12
12157,1,78,0,3,1,2019,12
12158,1,13,0,3,1,2019,12
12159,1,42,1,3,1,2019,13
12160,1,39,0,3,1,2019,14
12161,1,69,1,3,1,2019,14
12162,1,34,1,3,1,2019,14
12163,1,31,12,3,1,2019,14
12164,1,40,12,3,1,2019,14
12165,1,39,0,3,1,2019,14
12166,1,13,9,3,1,2019,15
12167,0,50,12,3,1,2019,16
12168,1,81,0,3,1,2019,16
12169,1,10,0,3,1,2019,17
12170,1,14,0,3,1,2019,17
12171,1,51,12,3,1,2019,17
12172,1,31,0,3,1,2019,17
12173,0,58,0,3,1,2019,18
12174,1,31,0,3,1,2019,20
12175,1,25,12,3,1,2019,20
12176,1,23,7,3,1,2019,21
12177,1,12,12,3,1,2019,21
12178,1,0,0,3,1,2019,22
12179,1,83,9,3,1,2019,23
12180,1,72,9,4,2,2019,0
12181,1,85,0,4,2,2019,0
12182,1,48,12,4,2,2019,6
12183,1,55,9,4,2,2019,8
12184,1,8,12,4,2,2019,9
12185,0,49,9,4,2,2019,9
12186,1,84,1,4,2,2019,9
12187,1,1,0,4,2,2019,9
12188,0,23,0,4,2,2019,10
12189,1,49,12,4,2,2019,10
12190,1,78,12,4,2,2019,11
12191,1,81,9,4,2,2019,12
12192,1,78,12,4,2,2019,12
12193,1,34,0,4,2,2019,12
12194,1,69,12,4,2,2019,12
12195,1,83,12,4,2,2019,13
12196,1,24,0,4,2,2019,14
12197,1,12,12,4,2,2019,14
12198,1,75,0,4,2,2019,15
12199,1,12,12,4,2,2019,15
12200,1,37,1,4,2,2019,15
12201,1,12,9,4,2,2019,16
12202,1,8,9,4,2,2019,16
12203,0,56,10,4,2,2019,16
12204,0,74,12,4,2,2019,16
12205,1,81,12,4,2,2019,17
12206,1,81,0,4,2,2019,17
12207,1,51,12,4,2,2019,17
12208,1,49,12,4,2,2019,17
12209,1,12,1,4,2,2019,18
12210,1,35,12,4,2,2019,18
12211,1,10,1,4,2,2019,19
12212,1,15,2,4,2,2019,19
12213,0,15,9,4,2,2019,19
12214,1,35,0,4,2,2019,20
12215,1,46,0,4,2,2019,21
12216,0,39,3,4,2,2019,21
12217,0,49,1,4,2,2019,23
12218,0,17,0,5,2,2019,0
12219,0,24,1,5,2,2019,0
12220,1,73,0,5,2,2019,6
12221,1,53,9,5,2,2019,7
12222,0,46,1,5,2,2019,7
12223,1,83,9,5,2,2019,7
12224,1,73,1,5,2,2019,8
12225,1,23,9,5,2,2019,8
12226,1,12,0,5,2,2019,8
12227,1,49,12,5,2,2019,9
12228,1,6,7,5,2,2019,10
12229,1,90,9,5,2,2019,11
12230,1,49,1,5,2,2019,14
12231,1,13,9,5,2,2019,14
12232,1,47,1,5,2,2019,14
12233,1,12,1,5,2,2019,15
12234,1,7,9,5,2,2019,15
12235,1,58,9,5,2,2019,16
12236,0,34,9,5,2,2019,17
12237,0,10,1,5,2,2019,19
12238,1,83,9,5,2,2019,20
12239,1,40,11,5,2,2019,21
12240,1,1,7,6,2,2019,2
12241,1,90,9,6,2,2019,10
12242,1,84,12,6,2,2019,12
12243,0,51,1,6,2,2019,13
12244,1,12,1,6,2,2019,13
12245,1,42,9,6,2,2019,15
12246,1,47,12,6,2,2019,15
12247,1,49,0,6,2,2019,16
12248,0,1,7,6,2,2019,17
12249,0,67,0,6,2,2019,22
12250,1,45,8,6,2,2019,22
12251,0,24,9,0,2,2019,6
12252,1,90,0,0,2,2019,7
12253,0,81,1,0,2,2019,7
12254,1,12,12,0,2,2019,7
12255,1,12,9,0,2,2019,7
12256,1,45,0,0,2,2019,8
12257,1,90,0,0,2,2019,8
12258,1,49,8,0,2,2019,9
12259,1,64,0,0,2,2019,10
12260,1,12,9,0,2,2019,10
12261,1,31,0,0,2,2019,11
12262,0,49,0,0,2,2019,11
12263,0,12,11,0,2,2019,12
12264,0,69,12,0,2,2019,13
12265,0,88,0,0,2,2019,14
12266,1,12,9,0,2,2019,15
12267,1,49,9,0,2,2019,15
12268,1,1,1,0,2,2019,15
12269,1,90,0,0,2,2019,15
12270,1,12,9,0,2,2019,15
12271,0,34,9,0,2,2019,16
12272,0,22,1,0,2,2019,16
12273,0,12,12,0,2,2019,18
12274,1,50,0,0,2,2019,18
12275,1,71,9,0,2,2019,18
12276,0,25,3,0,2,2019,18
12277,1,31,12,0,2,2019,18
12278,0,1,9,0,2,2019,19
12279,1,23,0,0,2,2019,19
12280,1,24,0,0,2,2019,20
12281,1,12,8,0,2,2019,20
12282,1,8,8,1,2,2019,0
12283,2,84,10,1,2,2019,5
12284,1,49,9,1,2,2019,7
12285,1,45,0,1,2,2019,8
12286,2,11,0,1,2,2019,8
12287,0,19,0,1,2,2019,8
12288,0,31,0,1,2,2019,8
12289,1,66,12,1,2,2019,8
12290,1,24,8,1,2,2019,8
12291,1,23,9,1,2,2019,9
12292,0,7,11,1,2,2019,9
12293,0,49,0,1,2,2019,9
12294,1,34,0,1,2,2019,9
12295,1,45,1,1,2,2019,10
12296,1,50,0,1,2,2019,10
12297,1,67,0,1,2,2019,10
12298,1,1,0,1,2,2019,10
12299,1,42,0,1,2,2019,11
12300,1,37,8,1,2,2019,11
12301,1,69,12,1,2,2019,12
12302,1,13,12,1,2,2019,12
12303,1,69,0,1,2,2019,14
12304,1,54,9,1,2,2019,14
12305,1,49,12,1,2,2019,14
12306,1,12,9,1,2,2019,15
12307,1,1,9,1,2,2019,15
12308,0,67,0,1,2,2019,15
12309,1,27,1,1,2,2019,16
12310,1,13,12,1,2,2019,16
12311,1,31,12,1,2,2019,16
12312,1,55,7,1,2,2019,16
12313,1,12,1,1,2,2019,16
12314,1,78,0,1,2,2019,16
12315,1,21,9,1,2,2019,16
12316,1,12,0,1,2,2019,17
12317,1,47,0,1,2,2019,17
12318,0,23,1,1,2,2019,18
12319,1,7,12,1,2,2019,18
12320,0,31,1,1,2,2019,18
12321,1,7,0,1,2,2019,19
12322,1,31,0,1,2,2019,21
12323,0,12,1,1,2,2019,20
12324,1,57,12,2,2,2019,6
12325,1,49,12,2,2,2019,6
12326,0,23,3,2,2,2019,6
12327,1,58,0,2,2,2019,7
12328,1,42,0,2,2,2019,7
12329,1,23,1,2,2,2019,7
12330,1,83,1,2,2,2019,8
12331,1,55,9,2,2,2019,8
12332,1,69,0,2,2,2019,8
12333,1,50,12,2,2,2019,8
12334,1,69,12,2,2,2019,8
12335,1,69,12,2,2,2019,9
12336,0,51,10,2,2,2019,9
12337,1,78,0,2,2,2019,9
12338,1,7,12,2,2,2019,9
12339,1,12,9,2,2,2019,10
12340,1,49,12,2,2,2019,10
12341,1,34,9,2,2,2019,10
12342,1,69,12,2,2,2019,12
12343,1,23,9,2,2,2019,13
12344,1,55,9,2,2,2019,14
12345,0,55,0,2,2,2019,15
12346,1,24,0,2,2,2019,15
